Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,10026,2023-11-14,0.0450502069,-0.045534864,-0.050483278,21,100
Market-Adjusted Model,10028,2023-11-14,0.1033592019,0.0381334315,0.0078257172,21,100
Market-Adjusted Model,10032,2023-11-14,0.04774153,-0.043068198,-0.047791955,21,100
Market-Adjusted Model,10044,2023-11-14,0.0355329606,-0.053125725,-0.060000524,21,100
Market-Adjusted Model,10065,2023-11-14,0.1317640974,0.0326766088,0.0362306127,21,100
Market-Adjusted Model,10066,2023-11-14,-0.010416735,-0.090527959,-0.105950219,21,100
Market-Adjusted Model,10104,2023-11-14,0.1432365697,0.0434106252,0.0477030849,21,100
Market-Adjusted Model,10107,2023-11-14,0.1254295264,0.0278547638,0.0298960417,21,100
Market-Adjusted Model,10113,2023-11-14,0.141683309,0.0428578744,0.0461498243,21,100
Market-Adjusted Model,10138,2023-11-14,0.1015330699,0.0075611742,0.0059995852,21,100
Market-Adjusted Model,10145,2023-11-14,0.0870776221,-0.007612893,-0.008455863,21,100
Market-Adjusted Model,10158,2023-11-14,0.0256967448,-0.006695438,-0.06983674,21,100
Market-Adjusted Model,10200,2023-11-14,0.396951978,0.2679678146,0.3014184933,21,100
Market-Adjusted Model,10207,2023-11-14,0.0837508971,-0.009108838,-0.011782588,21,100
Market-Adjusted Model,10220,2023-11-14,0.0517498245,-0.039795475,-0.04378366,21,100
Market-Adjusted Model,10252,2023-11-14,0.1648914284,0.0672945877,0.0693579436,21,100
Market-Adjusted Model,10253,2023-11-14,-0.105034205,-0.180279314,-0.20056769,21,100
Market-Adjusted Model,10257,2023-11-14,-0.013698596,-0.102651704,-0.109232081,21,100
Market-Adjusted Model,10258,2023-11-14,0.2911893576,0.1875697739,0.1956558728,21,100
Market-Adjusted Model,10294,2023-11-14,0.26060157,0.1507989436,0.1650680853,21,100
Market-Adjusted Model,10308,2023-11-14,0.0751558122,-0.012055248,-0.020377673,21,100
Market-Adjusted Model,10318,2023-11-14,0.0809828708,-0.011221995,-0.014550614,21,100
Market-Adjusted Model,10333,2023-11-14,-0.170403579,-0.261282852,-0.265937064,21,100
Market-Adjusted Model,10355,2023-11-14,0.1122448959,0.0200790052,0.0167114112,21,100
Market-Adjusted Model,10382,2023-11-14,-0.218758439,-0.304238789,-0.314291924,21,100
Market-Adjusted Model,10397,2023-11-14,0.0881384676,-0.005493408,-0.007395017,21,100
Market-Adjusted Model,10421,2023-11-14,0.0672073604,-0.023572001,-0.028326124,21,100
Market-Adjusted Model,10443,2023-11-14,0.070435571,-0.021010446,-0.025097914,21,100
Market-Adjusted Model,10463,2023-11-14,-0.014084601,-0.098655011,-0.109618086,21,100
Market-Adjusted Model,10501,2023-11-14,0.0815315398,-0.007481661,-0.014001945,21,100
Market-Adjusted Model,10516,2023-11-14,0.0310266353,-0.060780262,-0.064506849,21,100
Market-Adjusted Model,10517,2023-11-14,-0.025594776,-0.111359944,-0.121128261,21,100
Market-Adjusted Model,10547,2023-11-14,0.1325510334,0.0418107266,0.0370175487,21,100
Market-Adjusted Model,10550,2023-11-14,-0.095117099,-0.18355141,-0.190650584,21,100
Market-Adjusted Model,10606,2023-11-14,0.1163630429,0.0222985947,0.0208295582,21,100
Market-Adjusted Model,10629,2023-11-14,0.1241768256,0.0291968581,0.0286433408,21,100
Market-Adjusted Model,10645,2023-11-14,-0.025593051,-0.114650958,-0.121126536,21,100
Market-Adjusted Model,10649,2023-11-14,0.1202830773,0.0296551659,0.0247495926,21,100
Market-Adjusted Model,10661,2023-11-14,0.0714285932,-0.010828771,-0.024104892,21,100
Market-Adjusted Model,10693,2023-11-14,0.0610259071,-0.031378587,-0.034507578,21,100
Market-Adjusted Model,10696,2023-11-14,0.1453869096,0.0449828099,0.0498534248,21,100
Market-Adjusted Model,10777,2023-11-14,0.0397611969,-0.05030391,-0.055772288,21,100
Market-Adjusted Model,10779,2023-11-14,0.0299313999,-0.044630116,-0.065602085,21,100
Market-Adjusted Model,10812,2023-11-14,0.0794809808,-0.011320731,-0.016052504,21,100
Market-Adjusted Model,10860,2023-11-14,0.4171539613,0.2635066728,0.3216204766,21,100
Market-Adjusted Model,10866,2023-11-14,0.2304641658,0.1296416463,0.134930681,21,100
Market-Adjusted Model,10874,2023-11-14,0.1808522074,0.0825983515,0.0853187227,21,100
Market-Adjusted Model,10886,2023-11-14,0.2278571639,0.1545804865,0.1323236792,21,100
Market-Adjusted Model,10890,2023-11-14,0.8152174789,0.5592019242,0.7196839942,21,100
Market-Adjusted Model,10892,2023-11-14,0.1044724127,0.0147534714,0.0089389279,21,100
Market-Adjusted Model,10901,2023-11-14,0.0939763871,0.0020246302,-0.001557098,21,100
Market-Adjusted Model,10932,2023-11-14,0.1968521593,0.0940091623,0.1013186746,21,100
Market-Adjusted Model,10933,2023-11-14,-0.028889824,-0.111143025,-0.124423309,21,100
Market-Adjusted Model,10966,2023-11-14,0.7142857348,0.51551251,0.6187522501,21,100
Market-Adjusted Model,11006,2023-11-14,0.0702905351,-0.019166479,-0.02524295,21,100
Market-Adjusted Model,11018,2023-11-14,0.137572923,0.0411041743,0.0420394383,21,100
Market-Adjusted Model,11043,2023-11-14,-0.001027672,-0.083150626,-0.096561157,21,100
Market-Adjusted Model,11144,2023-11-14,0.0010718357,-0.078427639,-0.094461649,21,100
Market-Adjusted Model,11153,2023-11-14,-0.037328103,-0.125801895,-0.132861587,21,100
Market-Adjusted Model,11154,2023-11-14,0.161538386,0.0622035925,0.0660049013,21,100
Market-Adjusted Model,11174,2023-11-14,0.2139243135,0.1128507729,0.1183908287,21,100
Market-Adjusted Model,11203,2023-11-14,0.0056989635,-0.075215766,-0.077806042,12,100
Market-Adjusted Model,11208,2023-11-14,0.1377792672,0.0409055239,0.0422457825,21,100
Market-Adjusted Model,11264,2023-11-14,0.3187250757,0.2176985687,0.2231915909,21,100
Market-Adjusted Model,11267,2023-11-14,-0.029453019,-0.118942633,-0.124986503,21,100
Market-Adjusted Model,11275,2023-11-14,-0.010775796,-0.089142894,-0.106309281,21,100
Market-Adjusted Model,11285,2023-11-14,0.1183327573,0.0286295773,0.0227992725,21,100
Market-Adjusted Model,11292,2023-11-14,-0.058823526,-0.143924926,-0.154357011,21,100
Market-Adjusted Model,11293,2023-11-14,0.11248452,0.0215997388,0.0169510353,21,100
Market-Adjusted Model,11308,2023-11-14,0.0370435964,-0.055361536,-0.058489888,21,100
Market-Adjusted Model,11368,2023-11-14,-0.266537786,-0.365444639,-0.362071271,21,100
Market-Adjusted Model,11369,2023-11-14,0.1868561366,0.0857731767,0.0913226518,21,100
Market-Adjusted Model,11370,2023-11-14,0.0514018313,-0.025349886,-0.044131653,21,100
Market-Adjusted Model,11379,2023-11-14,-0.043902403,-0.124965164,-0.139435887,21,100
Market-Adjusted Model,11394,2023-11-14,-0.244107155,-0.317560403,-0.33964064,21,100
Market-Adjusted Model,11397,2023-11-14,0.1531915087,0.0599977106,0.0576580239,21,100
Market-Adjusted Model,11403,2023-11-14,0.1775200649,0.0736294057,0.0819865802,21,100
Market-Adjusted Model,11404,2023-11-14,0.0373226674,-0.054321449,-0.058210817,21,100
Market-Adjusted Model,11407,2023-11-14,-0.001664891,-0.090488987,-0.097198376,21,100
Market-Adjusted Model,11442,2023-11-14,0.0374931786,-0.05268656,-0.058040306,21,100
Market-Adjusted Model,11481,2023-11-14,-0.240677978,-0.14327477,-0.336211462,21,100
Market-Adjusted Model,11499,2023-11-14,0.2197593533,0.121562699,0.1242258686,21,100
Market-Adjusted Model,11511,2023-11-14,-0.094488195,-0.183556824,-0.19002168,21,100
Market-Adjusted Model,11533,2023-11-14,0.2629068886,0.1444759411,0.1673734038,21,100
Market-Adjusted Model,11547,2023-11-14,0.0890642892,-0.003497149,-0.006469196,21,100
Market-Adjusted Model,11565,2023-11-14,0.1767195852,0.0827657866,0.0811861005,21,100
Market-Adjusted Model,11581,2023-11-14,-0.044195027,-0.135965876,-0.139728512,21,100
Market-Adjusted Model,11587,2023-11-14,-0.107859002,-0.193945045,-0.203392487,21,100
Market-Adjusted Model,11593,2023-11-14,0.1502890116,0.0541608875,0.0547555269,21,100
Market-Adjusted Model,11600,2023-11-14,0.0446815682,-0.041658857,-0.050851917,21,100
Market-Adjusted Model,11618,2023-11-14,0.0242143196,-0.067007036,-0.071319165,21,100
Market-Adjusted Model,11628,2023-11-14,0.1253958323,0.0313319143,0.0298623476,21,100
Market-Adjusted Model,11636,2023-11-14,1.0634919812,0.8362255439,0.9679584965,21,100
Market-Adjusted Model,11644,2023-11-14,-0.165145206,-0.262830991,-0.260678691,21,100
Market-Adjusted Model,11654,2023-11-14,-0.022838556,-0.108895151,-0.118372041,21,100
Market-Adjusted Model,11664,2023-11-14,-0.277020884,-0.333045833,-0.372554368,21,100
Market-Adjusted Model,11674,2023-11-14,0.0812999879,-0.012201793,-0.014233497,21,100
Market-Adjusted Model,11691,2023-11-14,0.0439536713,-0.046183946,-0.051579813,21,100
Market-Adjusted Model,11701,2023-11-14,-0.000740984,-0.090516458,-0.096274469,21,100
Market-Adjusted Model,11731,2023-11-14,0.0706235829,-0.019886129,-0.024909902,21,100
Market-Adjusted Model,11748,2023-11-14,-0.031252648,-0.119137943,-0.126786132,21,100
Market-Adjusted Model,11752,2023-11-14,0.2764644655,0.1609894463,0.1809309808,21,100
Market-Adjusted Model,11762,2023-11-14,0.1462437465,0.0471246884,0.0507102617,21,100
Market-Adjusted Model,11775,2023-11-14,0.0962809832,0.0041509887,0.0007474985,21,100
Market-Adjusted Model,11790,2023-11-14,0.1726857557,0.0695978674,0.077152271,21,100
Market-Adjusted Model,11803,2023-11-14,0.0835734773,-0.009149743,-0.011960007,21,100
Market-Adjusted Model,11809,2023-11-14,0.0510565565,-0.038443791,-0.044476928,21,100
Market-Adjusted Model,11844,2023-11-14,0.0756844753,-0.015246581,-0.019849009,21,100
Market-Adjusted Model,11845,2023-11-14,0.0460201712,-0.043853428,-0.049513314,21,100
Market-Adjusted Model,11850,2023-11-14,-0.024629427,-0.115349042,-0.120162911,21,100
Market-Adjusted Model,11884,2023-11-14,-0.028415869,-0.117109083,-0.123949354,21,100
Market-Adjusted Model,11891,2023-11-14,0.1320699999,0.0367069695,0.0365365152,21,100
Market-Adjusted Model,11955,2023-11-14,0.042949342,-0.049541253,-0.052584143,21,100
Market-Adjusted Model,11990,2023-11-14,0.3608202149,0.2235835549,0.2652867302,21,100
Market-Adjusted Model,11995,2023-11-14,0.1324564479,0.0333205934,0.0369229632,21,100
Market-Adjusted Model,11996,2023-11-14,0.0607956211,-0.032470337,-0.034737864,21,100
Market-Adjusted Model,12008,2023-11-14,0.2176648224,0.122160242,0.1221313377,21,100
Market-Adjusted Model,12009,2023-11-14,-0.068410401,-0.144318727,-0.163943886,21,100
Market-Adjusted Model,12015,2023-11-14,0.0479526402,-0.042386273,-0.047580845,21,100
Market-Adjusted Model,12017,2023-11-14,0.5733332694,0.404346409,0.4777997847,21,100
Market-Adjusted Model,12034,2023-11-14,0.0263665494,-0.06557402,-0.069166935,21,100
Market-Adjusted Model,12035,2023-11-14,0.0631805705,-0.029442503,-0.032352914,21,100
Market-Adjusted Model,12036,2023-11-14,0.0502331753,-0.040966737,-0.045300309,21,100
Market-Adjusted Model,12039,2023-11-14,0.0725044309,-0.02000626,-0.023029054,21,100
Market-Adjusted Model,12049,2023-11-14,-0.199029093,-0.269313191,-0.294562578,21,100
Market-Adjusted Model,12052,2023-11-14,0.0244790617,-0.067402385,-0.071054423,21,100
Market-Adjusted Model,12054,2023-11-14,0.0799434324,-0.014489187,-0.015590052,21,100
Market-Adjusted Model,12059,2023-11-14,0.0326887303,-0.059635107,-0.062844754,21,100
Market-Adjusted Model,12060,2023-11-14,0.0824151094,-0.011409249,-0.013118375,21,100
Market-Adjusted Model,12062,2023-11-14,0.0841479661,-0.010260663,-0.011385519,21,100
Market-Adjusted Model,12064,2023-11-14,0.0107844635,-0.081259157,-0.084749021,21,100
Market-Adjusted Model,12065,2023-11-14,0.0270381621,-0.065119717,-0.068495323,21,100
Market-Adjusted Model,12066,2023-11-14,-0.001830847,-0.092597442,-0.097364332,21,100
Market-Adjusted Model,12068,2023-11-14,0.0897058344,-0.001487038,-0.00582765,21,100
Market-Adjusted Model,12070,2023-11-14,0.1294022116,0.0342595228,0.0338687269,21,100
Market-Adjusted Model,12075,2023-11-14,0.0522496345,-0.040170873,-0.04328385,21,100
Market-Adjusted Model,12076,2023-11-14,0.1779538711,0.0868540743,0.0824203864,21,100
Market-Adjusted Model,12078,2023-11-14,-0.022198513,-0.108020644,-0.117731997,21,100
Market-Adjusted Model,12082,2023-11-14,0.128946695,0.0324907081,0.0334132102,21,100
Market-Adjusted Model,12084,2023-11-14,0.2006699393,0.0949475295,0.1051364546,21,100
Market-Adjusted Model,12098,2023-11-14,0.0509067341,-0.041650775,-0.044626751,21,100
Market-Adjusted Model,12103,2023-11-14,0.1099720422,0.0135908525,0.0144385574,21,100
Market-Adjusted Model,12105,2023-11-14,0.1028215996,0.0082132217,0.0072881149,21,100
Market-Adjusted Model,12109,2023-11-14,0.1630971617,0.062797232,0.067563677,21,100
Market-Adjusted Model,12146,2023-11-14,-0.058510625,-0.146875332,-0.15404411,21,100
Market-Adjusted Model,12189,2023-11-14,0.0884109377,-0.000110568,-0.007122547,21,100
Market-Adjusted Model,12209,2023-11-14,0.1607291275,0.1972251411,0.0651956427,21,100
Market-Adjusted Model,12211,2023-11-14,-0.050167856,-0.140063499,-0.145701341,21,100
Market-Adjusted Model,12219,2023-11-14,0.002448115,-0.087387105,-0.09308537,21,100
Market-Adjusted Model,12226,2023-11-14,-0.067309675,-0.157922989,-0.16284316,21,100
Market-Adjusted Model,12266,2023-11-14,-0.171288781,-0.248373604,-0.266822265,21,100
Market-Adjusted Model,12287,2023-11-14,0.0732850988,-0.020582651,-0.022248386,21,100
Market-Adjusted Model,12289,2023-11-14,0.0604534525,-0.033030293,-0.035080032,21,100
Market-Adjusted Model,12292,2023-11-14,0.0346304348,-0.056718905,-0.06090305,21,100
Market-Adjusted Model,12294,2023-11-14,0.0911860725,-0.004077488,-0.004347412,21,100
Market-Adjusted Model,12295,2023-11-14,0.0988046922,0.0029934382,0.0032712075,21,100
Market-Adjusted Model,12296,2023-11-14,0.0973290266,0.0041092942,0.0017955419,21,100
Market-Adjusted Model,12297,2023-11-14,0.0774481294,-0.015026834,-0.018085355,21,100
Market-Adjusted Model,12301,2023-11-14,0.088793631,-0.004244849,-0.006739854,21,100
Market-Adjusted Model,12302,2023-11-14,0.1008264436,0.0060468462,0.0052929589,21,100
Market-Adjusted Model,12303,2023-11-14,0.0780307952,-0.015568991,-0.017502689,21,100
Market-Adjusted Model,12304,2023-11-14,0.0885134854,-0.005639653,-0.007019999,21,100
Market-Adjusted Model,12305,2023-11-14,0.0940659274,-0.001424147,-0.001467557,21,100
Market-Adjusted Model,12308,2023-11-14,0.0233453245,-0.066473225,-0.07218816,21,100
Market-Adjusted Model,12310,2023-11-14,0.6344347533,0.579990045,0.5389012686,21,100
Market-Adjusted Model,12313,2023-11-14,0.0964730959,0.0008187161,0.0009396111,21,100
Market-Adjusted Model,12314,2023-11-14,0.1141878584,0.0170110892,0.0186543737,21,100
Market-Adjusted Model,12315,2023-11-14,0.076138182,-0.017896406,-0.019395303,21,100
Market-Adjusted Model,12316,2023-11-14,0.0979880658,0.0022476018,0.0024545811,21,100
Market-Adjusted Model,12317,2023-11-14,0.0990603694,0.0051197991,0.0035268846,21,100
Market-Adjusted Model,12318,2023-11-14,0.096862198,0.0033163059,0.0013287132,21,100
Market-Adjusted Model,12321,2023-11-14,0.0960258975,0.0029915321,0.0004924127,21,100
Market-Adjusted Model,12325,2023-11-14,-0.017004052,-0.10257052,-0.112537537,21,100
Market-Adjusted Model,12326,2023-11-14,0.0305489691,-0.061090916,-0.064984516,21,100
Market-Adjusted Model,12329,2023-11-14,0.114213265,0.0190196726,0.0186797803,21,100
Market-Adjusted Model,12331,2023-11-14,0.069585505,-0.022883639,-0.02594798,21,100
Market-Adjusted Model,12332,2023-11-14,0.0346420584,-0.049320841,-0.060891426,21,100
Market-Adjusted Model,12333,2023-11-14,-0.006432524,-0.094149354,-0.101966009,21,100
Market-Adjusted Model,12338,2023-11-14,0.0735108255,-0.018931175,-0.022022659,21,100
Market-Adjusted Model,12339,2023-11-14,0.3363029691,0.2172355929,0.2407694844,21,100
Market-Adjusted Model,12341,2023-11-14,0.0499695057,-0.042506291,-0.045563979,21,100
Market-Adjusted Model,12345,2023-11-14,0.051305468,-0.040597903,-0.044228017,21,100
Market-Adjusted Model,12350,2023-11-14,-0.377559102,-0.522647752,-0.473092586,21,100
Market-Adjusted Model,12355,2023-11-14,0.1489777069,0.0489843876,0.0534442222,21,100
Market-Adjusted Model,12358,2023-11-14,0.3310810777,0.3300971289,0.235547593,21,100
Market-Adjusted Model,12360,2023-11-14,0.2362869036,0.1594174521,0.1407534189,21,100
Market-Adjusted Model,12363,2023-11-14,0.032520291,-0.053548596,-0.063013194,21,100
Market-Adjusted Model,12366,2023-11-14,0.05992172,-0.032154856,-0.035611765,21,100
Market-Adjusted Model,12367,2023-11-14,0.0140370569,-0.017453963,-0.081496428,21,100
Market-Adjusted Model,12368,2023-11-14,0.175933101,0.0726992571,0.0803996163,21,100
Market-Adjusted Model,12369,2023-11-14,0.1549707492,0.0614251428,0.0594372645,21,100
Market-Adjusted Model,12370,2023-11-14,0.1171271534,0.0245942633,0.0215936687,21,100
Market-Adjusted Model,12372,2023-11-14,0.0815217561,-0.009597176,-0.014011729,21,100
Market-Adjusted Model,12373,2023-11-14,0.1169811295,0.0235117249,0.0214476448,21,100
Market-Adjusted Model,12376,2023-11-14,0.0046239948,-0.050611824,-0.053726908,9,100
Market-Adjusted Model,12377,2023-11-14,0.1531986249,0.0611942339,0.0576651402,21,100
Market-Adjusted Model,12380,2023-11-14,0.0354610329,-0.053983565,-0.060072452,21,100
Market-Adjusted Model,12385,2023-11-14,0.0112820181,-0.074274048,-0.084251467,21,100
Market-Adjusted Model,12391,2023-11-14,0.0525163571,-0.033677602,-0.043017128,21,100
Market-Adjusted Model,12397,2023-11-14,0.2650601888,0.1773270814,0.1695267041,21,100
Market-Adjusted Model,12400,2023-11-14,-0.027670218,-0.116839856,-0.123203703,21,100
Market-Adjusted Model,12411,2023-11-14,0.0674157364,-0.020923539,-0.028117748,21,100
Market-Adjusted Model,12412,2023-11-14,0.106738627,0.0114578502,0.0112051423,21,100
Market-Adjusted Model,12431,2023-11-14,0.1836984364,0.084783283,0.0881649516,21,100
Market-Adjusted Model,12442,2023-11-14,-0.167449097,-0.255286691,-0.262982582,21,100
Market-Adjusted Model,12443,2023-11-14,0.1600264854,0.0746142307,0.0644930007,21,100
Market-Adjusted Model,12447,2023-11-14,0.0855506682,0.0163581472,-0.009982817,21,100
Market-Adjusted Model,12449,2023-11-14,0.0659148013,-0.025995517,-0.029618683,21,100
Market-Adjusted Model,12452,2023-11-14,0.0223123994,-0.057918526,-0.073221085,21,100
Market-Adjusted Model,12453,2023-11-14,0.0109821264,-0.081055272,-0.084551358,21,100
Market-Adjusted Model,12457,2023-11-14,0.0392473906,-0.052537661,-0.056286094,21,100
Market-Adjusted Model,12461,2023-11-14,0.1268994215,0.0295789539,0.0313659368,21,100
Market-Adjusted Model,12462,2023-11-14,0.1320158174,0.0374246116,0.0364823327,21,100
Market-Adjusted Model,12472,2023-11-14,0.2074037901,0.1009691903,0.1118703054,21,100
Market-Adjusted Model,12473,2023-11-14,0.0843348845,-0.008147143,-0.0111986,21,100
Market-Adjusted Model,12476,2023-11-14,0.0527512407,-0.036077324,-0.042782244,21,100
Market-Adjusted Model,12477,2023-11-14,0.3282489226,0.2065264296,0.2327154379,21,100
Market-Adjusted Model,12480,2023-11-14,0.1537335211,0.0571907451,0.0582000363,21,100
Market-Adjusted Model,12487,2023-11-14,0.0395272723,-0.048051025,-0.056006212,21,100
Market-Adjusted Model,12488,2023-11-14,-0.02669639,-0.10420378,-0.122229875,21,100
Market-Adjusted Model,12490,2023-11-14,0.1090292259,0.012185249,0.0134957411,21,100
Market-Adjusted Model,12495,2023-11-14,-0.200000003,-0.289395878,-0.295533487,21,100
Market-Adjusted Model,12497,2023-11-14,-0.168965535,-0.251412644,-0.264499019,21,100
Market-Adjusted Model,12500,2023-11-14,0.244680813,0.137774861,0.1491473283,21,100
Market-Adjusted Model,12505,2023-11-14,0.0734721928,-0.019032881,-0.022061292,21,100
Market-Adjusted Model,12508,2023-11-14,0.0822209351,-0.012179585,-0.01331255,21,100
Market-Adjusted Model,12510,2023-11-14,-0.08837205,-0.18185025,-0.183905535,21,100
Market-Adjusted Model,12513,2023-11-14,0.1042944154,0.0157645532,0.0087609307,21,100
Market-Adjusted Model,12514,2023-11-14,0.1026548703,0.0073454395,0.0071213856,21,100
Market-Adjusted Model,12515,2023-11-14,0.2473611397,0.1421408796,0.1518276549,21,100
Market-Adjusted Model,12516,2023-11-14,0.0473360352,-0.04532027,-0.04819745,21,100
Market-Adjusted Model,12523,2023-11-14,0.0863928413,-0.007228779,-0.009140643,21,100
Market-Adjusted Model,12527,2023-11-14,-0.233333104,-0.28439417,-0.328866589,21,100
Market-Adjusted Model,12528,2023-11-14,0.0176205552,-0.073511194,-0.077912929,21,100
Market-Adjusted Model,12530,2023-11-14,-0.170720078,-0.276269233,-0.266253563,21,100
Market-Adjusted Model,12531,2023-11-14,-0.300358947,-0.440669883,-0.395892432,21,100
Market-Adjusted Model,12533,2023-11-14,0.093078845,-0.000032444,-0.00245464,21,100
Market-Adjusted Model,12534,2023-11-14,0.1191010778,0.0235599787,0.023567593,21,100
Market-Adjusted Model,12535,2023-11-14,0.090780112,-0.003701448,-0.004753373,21,100
Market-Adjusted Model,12536,2023-11-14,0.1278106426,0.0311492727,0.0322771579,21,100
Market-Adjusted Model,12537,2023-11-14,0.0242739714,-0.067906645,-0.071259513,21,100
Market-Adjusted Model,12540,2023-11-14,0.0778466188,-0.010905449,-0.017686866,21,100
Market-Adjusted Model,12543,2023-11-14,0.0357939253,-0.056305721,-0.059739559,21,100
Market-Adjusted Model,12552,2023-11-14,0.0379305554,-0.053589569,-0.057602929,21,100
Market-Adjusted Model,12558,2023-11-14,0.0737756083,-0.019564592,-0.021757876,21,100
Market-Adjusted Model,12564,2023-11-14,0.0745084464,-0.0193381,-0.021025038,21,100
Market-Adjusted Model,12565,2023-11-14,0.0638273096,-0.029580407,-0.031706175,21,100
Market-Adjusted Model,12566,2023-11-14,0.1348064564,0.0454031017,0.0392729717,21,100
Market-Adjusted Model,12569,2023-11-14,-0.000813049,-0.085748026,-0.096346533,21,100
Market-Adjusted Model,12570,2023-11-14,0.1654184941,0.0643742616,0.0698850094,21,100
Market-Adjusted Model,12573,2023-11-14,0.3431372829,0.2421169515,0.2476037982,21,100
Market-Adjusted Model,12577,2023-11-14,0.3005181709,0.181207455,0.2049846862,21,100
Market-Adjusted Model,12578,2023-11-14,0.1175210495,0.020118655,0.0219875648,21,100
Market-Adjusted Model,12579,2023-11-14,0.0560747089,-0.008105888,-0.039458776,21,100
Market-Adjusted Model,12583,2023-11-14,-0.027357821,-0.113119884,-0.122891306,21,100
Market-Adjusted Model,12591,2023-11-14,0.1568014749,0.0588384648,0.0612679901,21,100
Market-Adjusted Model,12592,2023-11-14,0.1801801205,0.0841356858,0.0846466358,21,100
Market-Adjusted Model,12593,2023-11-14,0.0326684121,-0.058623691,-0.062865073,21,100
Market-Adjusted Model,12615,2023-11-14,-0.104633825,-0.196770298,-0.20016731,21,100
Market-Adjusted Model,12621,2023-11-14,0.308915437,0.187458548,0.2133819523,21,100
Market-Adjusted Model,12622,2023-11-14,0.1152503213,0.0192254147,0.0197168366,21,100
Market-Adjusted Model,12623,2023-11-14,0.0813266637,-0.011495304,-0.014206821,21,100
Market-Adjusted Model,12625,2023-11-14,0.0396248518,-0.052628519,-0.055908633,21,100
Market-Adjusted Model,12628,2023-11-14,-0.000942083,-0.090430282,-0.096475568,21,100
Market-Adjusted Model,12629,2023-11-14,-0.079779906,-0.170102577,-0.175313391,21,100
Market-Adjusted Model,12631,2023-11-14,0.0116385722,-0.080416288,-0.083894913,21,100
Market-Adjusted Model,12633,2023-11-14,-0.045236845,-0.138033691,-0.14077033,21,100
Market-Adjusted Model,12641,2023-11-14,0.1211144088,0.0251302132,0.0255809241,21,100
Market-Adjusted Model,12644,2023-11-14,-0.096729392,-0.190723245,-0.192262876,21,100
Market-Adjusted Model,12646,2023-11-14,0.0731093147,-0.019495668,-0.02242417,21,100
Market-Adjusted Model,12647,2023-11-14,0.1138029232,0.0170006548,0.0182694385,21,100
Market-Adjusted Model,12648,2023-11-14,0.1142364956,0.0185516796,0.0187030108,21,100
Market-Adjusted Model,12649,2023-11-14,0.1481481007,0.048536549,0.052614616,21,100
Market-Adjusted Model,12651,2023-11-14,-0.016799331,-0.108076216,-0.112332816,21,100
Market-Adjusted Model,12652,2023-11-14,0.056842121,-0.035222066,-0.038691364,21,100
Market-Adjusted Model,12654,2023-11-14,0.0741826694,-0.019340859,-0.021350815,21,100
Market-Adjusted Model,12655,2023-11-14,0.0601503168,-0.032415879,-0.035383168,21,100
Market-Adjusted Model,12656,2023-11-14,0.1009338874,0.0058498502,0.0054004027,21,100
Market-Adjusted Model,12657,2023-11-14,0.0897785341,-0.003335412,-0.005754951,21,100
Market-Adjusted Model,12658,2023-11-14,0.1093055093,0.0140583966,0.0137720246,21,100
Market-Adjusted Model,12659,2023-11-14,0.0812989168,-0.010596556,-0.014234568,21,100
Market-Adjusted Model,12662,2023-11-14,0.0827885873,-0.011467723,-0.012744897,21,100
Market-Adjusted Model,12666,2023-11-14,0.0057334547,-0.086286331,-0.08980003,21,100
Market-Adjusted Model,12672,2023-11-14,-0.040920738,-0.133292315,-0.136454223,21,100
Market-Adjusted Model,12673,2023-11-14,0.1042232198,0.0082816663,0.0086897351,21,100
Market-Adjusted Model,12675,2023-11-14,0.0648654295,-0.028750267,-0.030668055,21,100
Market-Adjusted Model,12676,2023-11-14,0.0704384555,-0.023559528,-0.025095029,21,100
Market-Adjusted Model,12680,2023-11-14,0.0177304807,-0.073848981,-0.077803004,21,100
Market-Adjusted Model,12681,2023-11-14,0.1011485474,0.0073973981,0.0056150627,21,100
Market-Adjusted Model,12684,2023-11-14,0.251891882,0.1410966575,0.1563583973,21,100
Market-Adjusted Model,12690,2023-11-14,-0.050480722,-0.137256384,-0.146014207,21,100
Market-Adjusted Model,12693,2023-11-14,0.1318140697,0.033122929,0.036280585,21,100
Market-Adjusted Model,12699,2023-11-14,-0.094936764,-0.13033494,-0.190470249,21,100
Market-Adjusted Model,12717,2023-11-14,0.0833943205,-0.009592708,-0.012139164,21,100
Market-Adjusted Model,12741,2023-11-14,0.0775862368,-0.01632846,-0.017947248,21,100
Market-Adjusted Model,12745,2023-11-14,0.0072115876,-0.081387784,-0.088321897,21,100
Market-Adjusted Model,12747,2023-11-14,0.0381184331,-0.054228727,-0.057415052,21,100
Market-Adjusted Model,12751,2023-11-14,0.0635746356,-0.018565637,-0.031958849,21,100
Market-Adjusted Model,12753,2023-11-14,0.0497344046,-0.043154662,-0.04579908,21,100
Market-Adjusted Model,12754,2023-11-14,0.1433265516,0.0443866714,0.0477930668,21,100
Market-Adjusted Model,12756,2023-11-14,0.1393355013,0.0429114973,0.0438020166,21,100
Market-Adjusted Model,12759,2023-11-14,0.1111111271,0.0369087035,0.0155776423,21,100
Market-Adjusted Model,12781,2023-11-14,0.1078377202,0.0131465742,0.0123042354,21,100
Market-Adjusted Model,12783,2023-11-14,0.1517346425,0.0561354621,0.0562011577,21,100
