Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,85913,2023-11-14,0.0792077109,-0.014100062,-0.016325774,21,100
Market-Adjusted Model,85914,2023-11-14,0.0975345183,0.0055148932,0.0020010335,21,100
Market-Adjusted Model,85916,2023-11-14,0.1577869389,0.055699787,0.0622534541,21,100
Market-Adjusted Model,85918,2023-11-14,0.1191946151,0.0214863907,0.0236611304,21,100
Market-Adjusted Model,85925,2023-11-14,-0.003612378,-0.088077756,-0.099145863,21,100
Market-Adjusted Model,85926,2023-11-14,0.0530327106,-0.03204397,-0.042500774,21,100
Market-Adjusted Model,85935,2023-11-14,0.2412231215,0.1293138345,0.1456896368,21,100
Market-Adjusted Model,85942,2023-11-14,0.0742938203,-0.019665443,-0.021239664,21,100
Market-Adjusted Model,85945,2023-11-14,0.0810016066,-0.013004361,-0.014531878,21,100
Market-Adjusted Model,85953,2023-11-14,-0.266666647,-0.366628795,-0.362200132,21,100
Market-Adjusted Model,85966,2023-11-14,0.1014101017,0.0068804096,0.0058766169,21,100
Market-Adjusted Model,85972,2023-11-14,-0.030040053,-0.107430174,-0.125573537,21,100
Market-Adjusted Model,85992,2023-11-14,0.1814963915,0.0779058258,0.0859629068,21,100
Market-Adjusted Model,86026,2023-11-14,0.0815097844,-0.011332147,-0.0140237,21,100
Market-Adjusted Model,86033,2023-11-14,0.1168599954,0.0202519966,0.0213265107,21,100
Market-Adjusted Model,86047,2023-11-14,0.3874755329,0.2430968172,0.2919420481,21,100
Market-Adjusted Model,86048,2023-11-14,0.0126354152,-0.074045365,-0.08289807,21,100
Market-Adjusted Model,86051,2023-11-14,0.0197044185,-0.057927237,-0.075829066,21,100
Market-Adjusted Model,86067,2023-11-14,0.046009056,-0.040347778,-0.049524429,21,100
Market-Adjusted Model,86072,2023-11-14,0.1211942431,0.0247973396,0.0256607584,21,100
Market-Adjusted Model,86080,2023-11-14,-0.040268498,-0.092883519,-0.135801983,21,100
Market-Adjusted Model,86091,2023-11-14,0.0254095954,-0.06041724,-0.070123889,21,100
Market-Adjusted Model,86092,2023-11-14,-0.04249313,-0.122800035,-0.138026614,21,100
Market-Adjusted Model,86098,2023-11-14,0.0411152509,-0.045123586,-0.054418234,21,100
Market-Adjusted Model,86102,2023-11-14,0.013733808,-0.076826115,-0.081799677,21,100
Market-Adjusted Model,86111,2023-11-14,0.1942770704,0.0896656216,0.0987435857,21,100
Market-Adjusted Model,86113,2023-11-14,0.036269467,-0.044911318,-0.059264018,21,100
Market-Adjusted Model,86115,2023-11-14,0.2260674479,0.1190498829,0.1305339632,21,100
Market-Adjusted Model,86121,2023-11-14,0.281225134,0.1684854376,0.1856916493,21,100
Market-Adjusted Model,86122,2023-11-14,-0.175257779,-0.261975243,-0.270791264,21,100
Market-Adjusted Model,86128,2023-11-14,0.1139379922,0.0253735942,0.0184045075,21,100
Market-Adjusted Model,86136,2023-11-14,0.0497913226,-0.042078172,-0.045742162,21,100
Market-Adjusted Model,86143,2023-11-14,0.0500279384,-0.042661251,-0.045505546,21,100
Market-Adjusted Model,86144,2023-11-14,0.0479746948,-0.042337913,-0.04755879,21,100
Market-Adjusted Model,86158,2023-11-14,0.1044914883,0.0096770256,0.0089580035,21,100
Market-Adjusted Model,86165,2023-11-14,-0.418491505,-0.291560175,-0.51402499,21,100
Market-Adjusted Model,86211,2023-11-14,0.2067488558,0.1066316951,0.1112153711,21,100
Market-Adjusted Model,86222,2023-11-14,0.0524278971,-0.03958886,-0.043105588,21,100
Market-Adjusted Model,86223,2023-11-14,1.2163048E-9,-0.091292115,-0.095533484,21,100
Market-Adjusted Model,86228,2023-11-14,0.0861120048,-0.008817732,-0.00942148,21,100
Market-Adjusted Model,86233,2023-11-14,-0.01231827,-0.090174539,-0.107851755,21,100
Market-Adjusted Model,86242,2023-11-14,0.0214407225,-0.067291693,-0.074092762,21,100
Market-Adjusted Model,86287,2023-11-14,0.0915347947,-0.001635439,-0.00399869,21,100
Market-Adjusted Model,86288,2023-11-14,0.1857607188,0.0822068327,0.0902272341,21,100
Market-Adjusted Model,86290,2023-11-14,-0.284452247,-0.40100401,-0.379985731,21,100
Market-Adjusted Model,86302,2023-11-14,0.0431401819,-0.044240448,-0.052393303,21,100
Market-Adjusted Model,86339,2023-11-14,0.2860945107,0.1660137145,0.1905610259,21,100
Market-Adjusted Model,86349,2023-11-14,0.0098625849,-0.080483438,-0.0856709,21,100
Market-Adjusted Model,86356,2023-11-14,0.0517598367,-0.037953906,-0.043773648,21,100
Market-Adjusted Model,86369,2023-11-14,0.0802550524,-0.013144914,-0.015278432,21,100
Market-Adjusted Model,86372,2023-11-14,0.0520496284,-0.040198779,-0.043483856,21,100
Market-Adjusted Model,86382,2023-11-14,0.1130832372,0.0207871434,0.0175497525,21,100
Market-Adjusted Model,86384,2023-11-14,0.1376096626,0.0427234913,0.0420761779,21,100
Market-Adjusted Model,86408,2023-11-14,0.1730012709,0.0800347992,0.0774677862,21,100
Market-Adjusted Model,86432,2023-11-14,0.1067530214,0.0137051319,0.0112195366,21,100
Market-Adjusted Model,86444,2023-11-14,0.0169354877,-0.061618774,-0.078597997,21,100
Market-Adjusted Model,86449,2023-11-14,0.077654479,-0.016114558,-0.017879006,21,100
Market-Adjusted Model,86451,2023-11-14,0.0472421119,-0.045290233,-0.048291373,21,100
Market-Adjusted Model,86452,2023-11-14,0.034605091,-0.057602831,-0.060928394,21,100
Market-Adjusted Model,86453,2023-11-14,0.1196343192,0.0225912557,0.0241008345,21,100
Market-Adjusted Model,86454,2023-11-14,-0.01048177,-0.101058791,-0.106015255,21,100
Market-Adjusted Model,86455,2023-11-14,0.1090284879,0.0122605557,0.0134950032,21,100
Market-Adjusted Model,86456,2023-11-14,0.0844940594,-0.010243878,-0.011039425,21,100
Market-Adjusted Model,86457,2023-11-14,0.1353392229,0.0361493931,0.0398057382,21,100
Market-Adjusted Model,86458,2023-11-14,0.0559310811,-0.036206083,-0.039602404,21,100
Market-Adjusted Model,86474,2023-11-14,-0.143255648,-0.238390274,-0.238789132,21,100
Market-Adjusted Model,86489,2023-11-14,-0.388957822,-0.494985157,-0.484491306,21,100
Market-Adjusted Model,86526,2023-11-14,0.066666667,-0.023450145,-0.028866818,21,100
Market-Adjusted Model,86536,2023-11-14,0.1559953466,0.0922209802,0.0604618619,21,100
Market-Adjusted Model,86544,2023-11-14,0.0081426552,-0.08276995,-0.08616493,19,100
Market-Adjusted Model,86547,2023-11-14,0.0778443096,-0.00309406,-0.017689175,21,100
Market-Adjusted Model,86552,2023-11-14,0.1235857688,0.0254393565,0.0280522841,21,100
Market-Adjusted Model,86556,2023-11-14,0.0990155219,0.0038033264,0.0034820372,21,100
Market-Adjusted Model,86563,2023-11-14,0.0090817511,-0.081831557,-0.085225834,19,100
Market-Adjusted Model,86572,2023-11-14,0.1289286767,0.0306450219,0.033395192,21,100
Market-Adjusted Model,86573,2023-11-14,0.0862211283,-0.005373738,-0.009312356,21,100
Market-Adjusted Model,86578,2023-11-14,0.1381162749,0.0531074089,0.0425827902,21,100
Market-Adjusted Model,86580,2023-11-14,0.1695537272,0.0683508935,0.0740202425,21,100
Market-Adjusted Model,86581,2023-11-14,0.1309434323,0.1486856062,0.0354099476,21,100
Market-Adjusted Model,86594,2023-11-14,0.1437178824,0.0455409385,0.0481843977,21,100
Market-Adjusted Model,86719,2023-11-14,0.1675709369,0.0681325902,0.0720374522,21,100
Market-Adjusted Model,86728,2023-11-14,0.048271845,-0.032245083,-0.04726164,21,100
Market-Adjusted Model,86745,2023-11-14,0.0385674565,-0.047364822,-0.056966028,21,100
Market-Adjusted Model,86754,2023-11-14,0.137507678,0.038177697,0.0419741933,21,100
Market-Adjusted Model,86755,2023-11-14,0.1162943429,0.0190658998,0.0207608582,21,100
Market-Adjusted Model,86776,2023-11-14,0.0678788381,-0.024870169,-0.027654647,21,100
Market-Adjusted Model,86778,2023-11-14,0.2610311261,0.146996009,0.1654976414,21,100
Market-Adjusted Model,86783,2023-11-14,0.1212373516,0.0243882955,0.0257038669,21,100
Market-Adjusted Model,86799,2023-11-14,-0.032409605,-0.122612208,-0.127943089,21,100
Market-Adjusted Model,86810,2023-11-14,0.2698011226,0.1541313156,0.1742676378,21,100
Market-Adjusted Model,86812,2023-11-14,0.02714929,-0.044945081,-0.068384195,21,100
Market-Adjusted Model,86814,2023-11-14,0.0871162321,-0.001860331,-0.008417253,21,100
Market-Adjusted Model,86818,2023-11-14,0.0383043932,-0.049784491,-0.057229092,21,100
Market-Adjusted Model,86819,2023-11-14,0.0635139842,-0.022465529,-0.032019501,21,100
Market-Adjusted Model,86820,2023-11-14,0.1004420271,0.0118577937,0.0049085424,21,100
Market-Adjusted Model,86822,2023-11-14,-0.171543876,-0.264951572,-0.26707736,21,100
Market-Adjusted Model,86827,2023-11-14,0.1295946924,0.0340016643,0.0340612077,21,100
Market-Adjusted Model,86868,2023-11-14,0.1402121655,0.0416986991,0.0446786807,21,100
Market-Adjusted Model,86869,2023-11-14,0.0806317753,-0.012980759,-0.014901709,21,100
Market-Adjusted Model,86870,2023-11-14,0.1306854123,0.0320456695,0.0351519276,21,100
Market-Adjusted Model,86871,2023-11-14,0.1414229684,0.0417517115,0.0458894837,21,100
Market-Adjusted Model,86872,2023-11-14,0.1353994947,0.0360831875,0.03986601,21,100
Market-Adjusted Model,86876,2023-11-14,0.2115038594,0.1054687037,0.1159703747,21,100
Market-Adjusted Model,86887,2023-11-14,-0.006550157,-0.095616667,-0.102083642,21,100
Market-Adjusted Model,86889,2023-11-14,-0.159663851,-0.233740568,-0.255197336,21,100
Market-Adjusted Model,86896,2023-11-14,0.1410746305,0.0466257613,0.0455411458,21,100
Market-Adjusted Model,86916,2023-11-14,-0.217712221,-0.244133377,-0.313245706,21,100
Market-Adjusted Model,86929,2023-11-14,0.5287049483,0.3753962557,0.4331714636,21,100
Market-Adjusted Model,86942,2023-11-14,0.0738467677,-0.015952937,-0.021686717,21,100
Market-Adjusted Model,86949,2023-11-14,0.2193803124,0.1104940314,0.1238468277,21,100
Market-Adjusted Model,86964,2023-11-14,0.1395925611,0.0402727702,0.0440590764,21,100
Market-Adjusted Model,86965,2023-11-14,0.1059480244,0.015322557,0.0104145397,21,100
Market-Adjusted Model,86979,2023-11-14,0.0613172152,-0.030754829,-0.03421627,21,100
Market-Adjusted Model,86990,2023-11-14,0.1179775567,0.0259624587,0.0224440719,21,100
Market-Adjusted Model,86996,2023-11-14,0.2009723702,0.0964236875,0.1054388854,21,100
Market-Adjusted Model,87006,2023-11-14,0.0518515256,-0.040186623,-0.043681959,21,100
Market-Adjusted Model,87014,2023-11-14,0.0427446703,-0.042667474,-0.052788814,21,100
Market-Adjusted Model,87016,2023-11-14,0.2944444353,0.1768892433,0.1989109506,21,100
Market-Adjusted Model,87033,2023-11-14,0.0700814595,-0.023093178,-0.025452025,21,100
Market-Adjusted Model,87034,2023-11-14,0.0978379865,0.0036696992,0.0023045018,21,100
Market-Adjusted Model,87043,2023-11-14,-0.364416082,-0.519077854,-0.459949566,21,100
Market-Adjusted Model,87053,2023-11-14,-0.095505597,-0.185252265,-0.191039082,21,100
Market-Adjusted Model,87055,2023-11-14,0.0613799124,-0.030969913,-0.034153572,21,100
Market-Adjusted Model,87056,2023-11-14,0.1081747852,0.0214365986,0.0126413004,21,100
Market-Adjusted Model,87067,2023-11-14,0.0825139127,-0.005871713,-0.013019572,21,100
Market-Adjusted Model,87069,2023-11-14,0.0386787122,-0.047058954,-0.056854773,21,100
Market-Adjusted Model,87075,2023-11-14,0.0784480006,-0.008731505,-0.017085484,21,100
Market-Adjusted Model,87077,2023-11-14,0.159317587,0.0665267616,0.0637841023,21,100
Market-Adjusted Model,87078,2023-11-14,-0.09930716,-0.192432271,-0.194840645,21,100
Market-Adjusted Model,87084,2023-11-14,0.9433497464,0.6637230618,0.8478162617,21,100
Market-Adjusted Model,87086,2023-11-14,0.2024456657,0.1046423159,0.106912181,21,100
Market-Adjusted Model,87114,2023-11-14,0.0718653954,-0.017715313,-0.023668089,21,100
Market-Adjusted Model,87121,2023-11-14,-0.143686559,-0.202162955,-0.239220044,21,100
Market-Adjusted Model,87128,2023-11-14,0.0820668668,-0.010814587,-0.013466618,21,100
Market-Adjusted Model,87137,2023-11-14,-0.027940159,-0.117778237,-0.123473644,21,100
Market-Adjusted Model,87162,2023-11-14,0.2065663158,0.109573476,0.1110328311,21,100
Market-Adjusted Model,87179,2023-11-14,-0.066146093,-0.15642342,-0.161679577,21,100
Market-Adjusted Model,87198,2023-11-14,-0.057643673,-0.147463382,-0.153177157,21,100
Market-Adjusted Model,87204,2023-11-14,0.1666666275,0.0670094681,0.0711331428,21,100
Market-Adjusted Model,87212,2023-11-14,0.1195158832,0.0230333108,0.0239823985,21,100
Market-Adjusted Model,87227,2023-11-14,0.264656685,0.1505814987,0.1691232003,21,100
Market-Adjusted Model,87251,2023-11-14,0.058271922,-0.032589855,-0.037261563,21,100
Market-Adjusted Model,87267,2023-11-14,0.2308933911,0.1191265735,0.1353599064,21,100
Market-Adjusted Model,87269,2023-11-14,0.0315791136,-0.05930906,-0.063954371,21,100
Market-Adjusted Model,87280,2023-11-14,0.1146780846,0.0179536719,0.0191445999,21,100
Market-Adjusted Model,87289,2023-11-14,0.0873786802,0.0169747991,-0.008154805,21,100
Market-Adjusted Model,87293,2023-11-14,0.2663316354,0.1492554059,0.1707981506,21,100
Market-Adjusted Model,87299,2023-11-14,0.1280101125,0.0294400992,0.0324766278,21,100
Market-Adjusted Model,87302,2023-11-14,0.0162161998,-0.075744069,-0.079317285,21,100
Market-Adjusted Model,87318,2023-11-14,0.1868512475,0.0934883469,0.0913177628,21,100
Market-Adjusted Model,87321,2023-11-14,0.0433071426,-0.043806252,-0.052226342,21,100
Market-Adjusted Model,87337,2023-11-14,-0.31052627,-0.306685768,-0.406059755,21,100
Market-Adjusted Model,87344,2023-11-14,-0.013157888,-0.090810562,-0.108691373,21,100
Market-Adjusted Model,87356,2023-11-14,-0.06308049,-0.153874526,-0.158613975,21,100
Market-Adjusted Model,87361,2023-11-14,0.0065693543,-0.085402715,-0.08896413,21,100
Market-Adjusted Model,87364,2023-11-14,0.3811300418,0.241380381,0.2855965571,21,100
Market-Adjusted Model,87394,2023-11-14,0.0302066842,-0.05694314,-0.065326801,21,100
Market-Adjusted Model,87404,2023-11-14,0.7764705401,0.5349363608,0.6809370554,21,100
Market-Adjusted Model,87426,2023-11-14,0.0325524455,-0.054302818,-0.062981039,21,100
Market-Adjusted Model,87430,2023-11-14,0.1094586657,0.0171288776,0.0139251809,21,100
Market-Adjusted Model,87432,2023-11-14,0.2611445924,0.1471429402,0.1656111076,21,100
Market-Adjusted Model,87437,2023-11-14,0.0061919412,-0.078738827,-0.089341544,21,100
Market-Adjusted Model,87439,2023-11-14,0.0393258715,-0.024791804,-0.056207613,21,100
Market-Adjusted Model,87444,2023-11-14,0.1787176136,0.0752553162,0.0831841289,21,100
Market-Adjusted Model,87445,2023-11-14,0.0718122818,-0.021618654,-0.023721203,21,100
Market-Adjusted Model,87447,2023-11-14,0.110219937,0.0143905117,0.0146864522,21,100
Market-Adjusted Model,87471,2023-11-14,-0.173590967,-0.260600093,-0.269124452,21,100
Market-Adjusted Model,87476,2023-11-14,0.1815296354,0.0847422577,0.0859961507,21,100
Market-Adjusted Model,87487,2023-11-14,0.1533087659,0.0538133122,0.0577752812,21,100
Market-Adjusted Model,87501,2023-11-14,0.0803990332,-0.01048308,-0.015134452,21,100
Market-Adjusted Model,87505,2023-11-14,0.1475226585,0.051999893,0.0519891738,21,100
Market-Adjusted Model,87508,2023-11-14,0.0984455679,0.0210028149,0.0029120832,21,100
Market-Adjusted Model,87532,2023-11-14,-0.005434778,-0.090955511,-0.100968263,21,100
Market-Adjusted Model,87533,2023-11-14,0.0445810857,-0.006248602,-0.050952399,21,100
Market-Adjusted Model,87541,2023-11-14,0.0669084325,-0.025572346,-0.028625052,21,100
Market-Adjusted Model,87583,2023-11-14,-0.118409447,-0.172794535,-0.213942932,21,100
Market-Adjusted Model,87589,2023-11-14,-0.036325244,-0.110164223,-0.131858729,21,100
Market-Adjusted Model,87608,2023-11-14,0.0289854784,-0.062139735,-0.066548006,21,100
Market-Adjusted Model,87614,2023-11-14,0.1162952813,0.0296921848,0.0207617966,21,100
Market-Adjusted Model,87656,2023-11-14,0.2928760104,0.1924098903,0.1973425257,21,100
Market-Adjusted Model,87657,2023-11-14,0.0813021098,-0.012044187,-0.014231375,21,100
Market-Adjusted Model,87659,2023-11-14,-0.012089865,-0.101799183,-0.10762335,21,100
Market-Adjusted Model,87662,2023-11-14,-0.007098569,-0.098370973,-0.102632054,21,100
Market-Adjusted Model,87666,2023-11-14,0.1177977656,0.02127283,0.0222642808,21,100
Market-Adjusted Model,87717,2023-11-14,0.0967149284,0.0022583403,0.0011814436,21,100
Market-Adjusted Model,87725,2023-11-14,0.2299524338,0.1215849142,0.1344189491,21,100
Market-Adjusted Model,87753,2023-11-14,-0.132653062,-0.220311755,-0.228186546,21,100
Market-Adjusted Model,87759,2023-11-14,0.0982143066,0.0377723563,0.0026808218,21,100
Market-Adjusted Model,87812,2023-11-14,0.1221063817,0.0303990917,0.026572897,21,100
Market-Adjusted Model,87825,2023-11-14,0.0117318584,-0.05840798,-0.083801626,21,100
Market-Adjusted Model,87832,2023-11-14,0.1950617089,0.0946259026,0.0995282242,21,100
Market-Adjusted Model,87842,2023-11-14,0.0722548574,-0.020598554,-0.023278627,21,100
Market-Adjusted Model,87952,2023-11-14,0.1439090154,0.0515754556,0.0483755307,21,100
Market-Adjusted Model,88031,2023-11-14,0.0795185235,-0.013389153,-0.016014961,21,100
Market-Adjusted Model,88159,2023-11-14,0.0508893628,-0.038829883,-0.044644122,21,100
Market-Adjusted Model,88167,2023-11-14,0.0039935488,-0.087014034,-0.091539936,21,100
Market-Adjusted Model,88173,2023-11-14,-0.075000036,-0.13233846,-0.170533521,21,100
Market-Adjusted Model,88174,2023-11-14,0.196850386,0.1173860701,0.1013169013,21,100
Market-Adjusted Model,88177,2023-11-14,-0.772064398,-1.24379236,-0.867597882,21,100
Market-Adjusted Model,88181,2023-11-14,0.3644085939,0.2233854593,0.2688751091,21,100
Market-Adjusted Model,88182,2023-11-14,0.0961127465,0.0069652482,0.0005792617,21,100
Market-Adjusted Model,88183,2023-11-14,0.0753758774,-0.008685954,-0.020157607,21,100
Market-Adjusted Model,88195,2023-11-14,-0.219438109,-0.241325899,-0.314971594,21,100
Market-Adjusted Model,88197,2023-11-14,0.114330384,0.0204572077,0.0187968993,21,100
Market-Adjusted Model,88203,2023-11-14,0.2893725709,0.1717181554,0.1938390861,21,100
Market-Adjusted Model,88208,2023-11-14,-0.089999973,-0.172301758,-0.185533458,21,100
Market-Adjusted Model,88214,2023-11-14,0.1327971418,0.0368448429,0.0372636571,21,100
Market-Adjusted Model,88215,2023-11-14,0.0941908623,-0.001299881,-0.001342622,21,100
Market-Adjusted Model,88216,2023-11-14,0.0905808637,-0.004625733,-0.004952621,21,100
Market-Adjusted Model,88217,2023-11-14,0.0980628467,0.0023118007,0.0025293619,21,100
Market-Adjusted Model,88218,2023-11-14,0.0885382869,-0.005589092,-0.006995198,21,100
Market-Adjusted Model,88219,2023-11-14,0.0761596495,-0.017878642,-0.019373835,21,100
Market-Adjusted Model,88220,2023-11-14,0.1135623535,0.0164587331,0.0180288687,21,100
Market-Adjusted Model,88221,2023-11-14,0.0962517938,0.0006070227,0.000718309,21,100
Market-Adjusted Model,88222,2023-11-14,0.097296275,0.0037815304,0.0017627903,21,100
Market-Adjusted Model,88223,2023-11-14,0.0968681281,0.0012267584,0.0013346433,21,100
Market-Adjusted Model,88224,2023-11-14,0.0615763552,-0.030377871,-0.033957129,21,100
Market-Adjusted Model,88225,2023-11-14,0.1393792706,0.0397111557,0.0438457859,21,100
Market-Adjusted Model,88228,2023-11-14,0.1113275802,0.0144613686,0.0157940955,21,100
Market-Adjusted Model,88229,2023-11-14,0.0878983811,-0.004993839,-0.007635104,21,100
Market-Adjusted Model,88233,2023-11-14,0.0346629674,-0.05730476,-0.060870517,21,100
Market-Adjusted Model,88240,2023-11-14,0.3092105555,0.2040587857,0.2136770708,21,100
Market-Adjusted Model,88260,2023-11-14,0.0085469981,-0.0701244,-0.086986487,21,100
Market-Adjusted Model,88264,2023-11-14,0.126315852,0.0336748709,0.0307823673,21,100
Market-Adjusted Model,88280,2023-11-14,0.0839749116,-0.006872668,-0.011558573,21,100
Market-Adjusted Model,88281,2023-11-14,0.1980306365,0.0951431706,0.1024971517,21,100
Market-Adjusted Model,88284,2023-11-14,0.2619048706,0.1629579885,0.1663713859,21,100
Market-Adjusted Model,88287,2023-11-14,0.0380499041,-0.050835872,-0.057483581,21,100
Market-Adjusted Model,88290,2023-11-14,0.1177544487,0.020502263,0.022220964,21,100
Market-Adjusted Model,88291,2023-11-14,0.1110401232,0.0145326922,0.0155066384,21,100
Market-Adjusted Model,88292,2023-11-14,0.0569339084,-0.035450548,-0.038599576,21,100
Market-Adjusted Model,88294,2023-11-14,0.1350729852,0.0374825003,0.0395395005,21,100
Market-Adjusted Model,88295,2023-11-14,0.0988966971,0.0030779073,0.0033632124,21,100
Market-Adjusted Model,88296,2023-11-14,0.0485565456,-0.043980588,-0.046976939,21,100
Market-Adjusted Model,88297,2023-11-14,0.122871687,0.0250159835,0.0273382023,21,100
Market-Adjusted Model,88298,2023-11-14,-0.010309258,-0.100857528,-0.105842743,21,100
Market-Adjusted Model,88299,2023-11-14,0.030928469,-0.061290349,-0.064605016,21,100
Market-Adjusted Model,88301,2023-11-14,0.0709539331,-0.022292517,-0.024579552,21,100
Market-Adjusted Model,88302,2023-11-14,0.096962531,0.0012810747,0.0014290463,21,100
Market-Adjusted Model,88310,2023-11-14,0.0342043372,-0.054378961,-0.061329148,21,100
Market-Adjusted Model,88319,2023-11-14,0.0240811046,-0.063401772,-0.07145238,21,100
Market-Adjusted Model,88341,2023-11-14,0.2614107666,0.1476221828,0.1658772819,21,100
Market-Adjusted Model,88343,2023-11-14,0.1312872939,0.0458679091,0.0357538092,21,100
Market-Adjusted Model,88351,2023-11-14,0.0546218984,-0.033021694,-0.040911586,21,100
Market-Adjusted Model,88352,2023-11-14,0.202212927,0.0952937621,0.1066794423,21,100
Market-Adjusted Model,88360,2023-11-14,0.1979499546,0.095514883,0.1024164699,21,100
Market-Adjusted Model,88362,2023-11-14,0.053500272,-0.037585623,-0.042033213,21,100
Market-Adjusted Model,88372,2023-11-14,-0.210131326,-0.205651649,-0.305664811,21,100
Market-Adjusted Model,88373,2023-11-14,0.1305084418,0.0333898235,0.0349749571,21,100
Market-Adjusted Model,88384,2023-11-14,0.1024095688,0.0097135741,0.0068760841,21,100
Market-Adjusted Model,88391,2023-11-14,0.04014429,-0.047535704,-0.055389195,21,100
Market-Adjusted Model,88392,2023-11-14,0.1962208445,0.091095691,0.1006873598,21,100
Market-Adjusted Model,88396,2023-11-14,0.1446477131,0.0451975526,0.0491142284,21,100
Market-Adjusted Model,88397,2023-11-14,0.1205673833,0.0230326834,0.0250338985,21,100
Market-Adjusted Model,88398,2023-11-14,0.077893578,-0.015726648,-0.017639907,21,100
Market-Adjusted Model,88399,2023-11-14,0.0952229712,0.0021523675,-0.000310514,21,100
Market-Adjusted Model,88401,2023-11-14,0.0986671448,0.0047527702,0.00313366,21,100
Market-Adjusted Model,88402,2023-11-14,0.0983990794,0.0026711774,0.0028655946,21,100
Market-Adjusted Model,88403,2023-11-14,0.0901675085,-0.005008928,-0.005365976,21,100
Market-Adjusted Model,88404,2023-11-14,0.0999574792,0.0052903049,0.0044239945,21,100
Market-Adjusted Model,88405,2023-11-14,0.0969487048,0.0013471977,0.0014152201,21,100
Market-Adjusted Model,88406,2023-11-14,0.0975844665,0.0044235506,0.0020509818,21,100
Market-Adjusted Model,88407,2023-11-14,0.0775853394,-0.014946363,-0.017948145,21,100
Market-Adjusted Model,88411,2023-11-14,0.1398601194,0.0453565382,0.0443266347,21,100
Market-Adjusted Model,88417,2023-11-14,-0.008830624,-0.094592118,-0.104364109,21,100
Market-Adjusted Model,88427,2023-11-14,0.3018383149,0.1814728899,0.2063048302,21,100
Market-Adjusted Model,88439,2023-11-14,0.1938465366,0.0938201493,0.0983130519,21,100
Market-Adjusted Model,88442,2023-11-14,0.5561545229,0.3848632296,0.4606210382,21,100
Market-Adjusted Model,88446,2023-11-14,-0.05840366,-0.136539253,-0.153937145,21,100
Market-Adjusted Model,88462,2023-11-14,0.0844773124,0.0200467708,-0.011056172,21,100
Market-Adjusted Model,88467,2023-11-14,0.0428396999,-0.031785552,-0.052693785,21,100
Market-Adjusted Model,88471,2023-11-14,-0.116719264,-0.200845535,-0.212252748,21,100
Market-Adjusted Model,88485,2023-11-14,0.1703911072,0.0748445334,0.0748576224,21,100
Market-Adjusted Model,88487,2023-11-14,0.1096184305,0.0152114564,0.0140849458,21,100
Market-Adjusted Model,88490,2023-11-14,0.0433484672,-0.046878254,-0.052185018,21,100
Market-Adjusted Model,88504,2023-11-14,0.1864870111,0.0866412059,0.0909535263,21,100
Market-Adjusted Model,88507,2023-11-14,-0.023357636,-0.090294547,-0.11889112,21,100
Market-Adjusted Model,88511,2023-11-14,1.9474940403,1.107117092,1.8519605556,21,100
Market-Adjusted Model,88518,2023-11-14,0.0471091663,-0.025693725,-0.048424318,21,100
Market-Adjusted Model,88526,2023-11-14,0.1317365484,0.0408779837,0.0362030637,21,100
Market-Adjusted Model,88534,2023-11-14,0.0411522909,-0.046544841,-0.054381194,21,100
Market-Adjusted Model,88542,2023-11-14,0.2811792103,0.1811701561,0.1856457256,21,100
Market-Adjusted Model,88546,2023-11-14,0.0217297255,-0.069552096,-0.073803759,21,100
Market-Adjusted Model,88568,2023-11-14,-0.026037074,-0.1110714,-0.121570559,21,100
Market-Adjusted Model,88593,2023-11-14,0.0712113871,-0.01975289,-0.024322098,21,100
Market-Adjusted Model,88595,2023-11-14,0.0216825674,-0.069165433,-0.073850917,21,100
Market-Adjusted Model,88597,2023-11-14,0.0894385606,-0.000665507,-0.006094924,21,100
Market-Adjusted Model,88604,2023-11-14,0.0899305646,-0.005235951,-0.00560292,21,100
Market-Adjusted Model,88606,2023-11-14,0.0978098603,0.0021014199,0.0022763756,21,100
Market-Adjusted Model,88607,2023-11-14,0.07690083,-0.015580788,-0.018632655,21,100
Market-Adjusted Model,88608,2023-11-14,0.0973543866,0.0041239895,0.0018209019,21,100
Market-Adjusted Model,88609,2023-11-14,0.0791557997,-0.015204601,-0.016377685,21,100
Market-Adjusted Model,88610,2023-11-14,0.1676657224,0.0646539,0.0721322377,21,100
Market-Adjusted Model,88612,2023-11-14,0.114568592,0.019772385,0.0190351073,21,100
Market-Adjusted Model,88615,2023-11-14,0.0856965068,-0.007584452,-0.009836978,21,100
Market-Adjusted Model,88620,2023-11-14,-0.297593013,-0.41567346,-0.393126498,21,100
Market-Adjusted Model,88626,2023-11-14,-0.738955843,-0.609242543,-0.834489328,21,100
Market-Adjusted Model,88648,2023-11-14,0.2687986761,0.1605570644,0.1732651914,21,100
Market-Adjusted Model,88659,2023-11-14,0.1752716697,0.072714192,0.0797381849,21,100
Market-Adjusted Model,88661,2023-11-14,0.1286529072,0.03438552,0.0331194225,21,100
Market-Adjusted Model,88664,2023-11-14,0.1160312069,0.0196727462,0.0204977222,21,100
Market-Adjusted Model,88673,2023-11-14,0.5380710171,0.3647831686,0.4425375324,21,100
Market-Adjusted Model,88678,2023-11-14,0.0939650615,-0.001464591,-0.001568423,21,100
Market-Adjusted Model,88683,2023-11-14,0.0550660807,-0.03759199,-0.040467404,21,100
